charging;robot_3;-1;0.35;12.88;10.68;10.35;0.33;7.90;2.45
charging;robot_7;-1;21.31;18.79;32.89;32.60;0.29;27.70;4.90
transportation;robot_5;1;37.90;8.94;66.17;65.82;0.35;17.28;7.82;34.50;6.22;57.71
transportation;robot_4;2;43.59;12.43;66.67;66.28;0.39;24.30;11.47;23.95;6.56;54.77
transportation;robot_8;5;41.48;21.31;65.83;65.55;0.29;22.75;8.15;26.60;8.05;53.95
transportation;robot_6;4;37.63;17.30;71.63;71.34;0.29;20.60;12.18;28.95;9.60;59.81
transportation;robot_2;6;39.00;26.82;67.49;67.21;0.28;33.50;8.70;13.70;11.31;56.09
transportation;robot_3;7;30.35;31.75;64.42;64.06;0.36;31.45;9.53;15.30;7.78;69.65
transportation;robot_1;0;20.76;5.43;112.90;112.55;0.35;9.70;7.73;87.80;7.33;77.60
transportation;robot_4;12;19.14;59.50;68.58;48.68;19.90;13.45;9.03;18.40;7.80;35.63
transportation;robot_8;15;26.47;86.87;55.92;55.30;0.62;14.70;12.88;17.69;10.02;27.48
transportation;robot_6;11;22.65;53.83;92.89;57.44;35.44;14.35;13.36;16.56;13.18;37.16
transportation;robot_2;14;27.36;77.85;76.22;59.47;16.76;23.65;8.36;11.10;16.36;28.73
transportation;robot_5;8;27.81;36.54;121.18;82.22;38.96;24.60;12.17;22.95;22.50;29.90
transportation;robot_3;13;39.87;72.04;94.98;70.50;24.48;30.05;8.44;22.30;9.71;29.78
transportation;robot_7;10;50.19;46.94;125.51;120.48;5.03;43.65;10.07;54.50;12.25;49.81
transportation;robot_4;18;16.15;103.60;70.76;45.97;24.79;11.10;12.12;11.20;11.54;19.47
charging;robot_8;-1;10.66;142.92;40.06;39.80;0.26;16.30;23.50
transportation;robot_1;9;31.34;41.62;141.85;64.78;77.07;25.65;13.67;13.05;12.41;46.26
transportation;robot_6;17;17.12;95.58;97.02;45.58;51.45;10.64;13.34;12.60;9.00;20.04
transportation;robot_5;3;27.70;78.86;137.77;58.42;79.36;12.95;12.64;21.31;11.52;2.20
charging;robot_4;-1;9.01;174.49;42.46;42.20;0.26;17.30;24.90
transportation;robot_2;20;19.81;139.32;79.27;64.17;15.10;14.55;18.55;19.50;11.57;8.92
transportation;robot_3;21;21.27;134.16;90.10;56.94;33.16;14.80;11.16;19.41;11.56;8.51
charging;robot_6;-1;2.69;192.78;33.98;33.65;0.33;10.55;23.10
transportation;robot_7;19;39.10;110.61;119.24;57.05;62.19;23.20;8.09;17.05;8.71;10.72
transportation;robot_1;16;36.10;88.17;159.70;63.85;95.85;25.10;15.37;16.65;6.72;10.16
charging;robot_2;-1;2.00;218.73;37.06;36.80;0.26;11.30;25.50
transportation;robot_8;24;33.93;146.84;109.09;72.65;36.44;24.65;20.48;18.45;9.06;66.07
transportation;robot_4;27;26.16;175.16;89.26;47.12;42.14;14.80;8.37;17.40;6.54;73.84
charging;robot_3;-1;7.37;224.39;41.61;41.30;0.31;11.75;29.55
charging;robot_5;-1;2.20;216.79;58.50;58.20;0.30;31.85;26.35
charging;robot_7;-1;10.72;230.03;48.38;48.10;0.28;18.90;29.20
transportation;robot_6;29;28.02;193.22;88.57;54.67;33.89;18.40;11.06;15.35;9.86;71.98
charging;robot_1;-1;7.16;247.99;42.69;42.35;0.34;14.08;28.26
transportation;robot_2;34;19.19;222.44;80.81;47.17;33.65;11.25;8.17;16.85;10.90;80.81
transportation;robot_8;22;30.26;147.44;164.89;56.05;108.84;15.67;11.17;19.20;10.01;35.81
transportation;robot_4;28;31.53;175.92;143.82;54.92;88.90;24.40;8.80;11.10;10.62;42.31
transportation;robot_6;30;33.07;194.72;146.39;59.03;87.36;12.92;13.68;24.00;8.43;38.91
transportation;robot_3;36;38.99;235.52;108.98;78.19;30.79;34.36;15.74;14.00;14.09;61.01
