charging;robot_2;-1;0.40;15.82;10.49;10.25;0.24;7.75;2.50
transportation;robot_1;0;17.02;5.36;58.46;58.11;0.35;9.85;8.15;32.85;7.26;80.61
transportation;robot_5;1;37.22;9.04;64.95;64.65;0.29;20.51;8.97;25.50;9.67;61.30
transportation;robot_4;2;32.74;12.52;67.03;66.73;0.30;19.85;10.95;25.65;10.29;64.86
transportation;robot_3;3;29.79;16.28;66.89;66.55;0.34;23.70;8.41;22.40;12.04;67.96
transportation;robot_2;6;23.09;29.67;57.23;56.88;0.34;16.64;9.46;21.25;9.53;76.91
transportation;robot_6;5;44.55;25.15;70.38;70.09;0.29;26.40;9.00;26.75;7.94;51.34
transportation;robot_8;4;40.62;20.25;87.71;87.42;0.29;43.30;16.28;16.65;11.19;55.83
transportation;robot_7;8;36.49;37.06;74.47;74.09;0.38;25.25;12.31;21.85;14.68;59.00
transportation;robot_5;13;18.37;65.37;51.03;42.06;8.97;11.55;10.24;12.25;8.02;42.93
transportation;robot_8;17;16.97;90.48;62.83;44.99;17.83;12.50;12.13;11.70;8.67;38.86
transportation;robot_1;9;51.27;42.08;113.18;91.13;22.04;32.05;12.67;36.90;9.51;29.34
transportation;robot_2;10;60.54;47.07;116.51;76.33;40.17;32.35;9.85;27.65;6.49;16.37
transportation;robot_4;12;41.77;59.27;111.70;91.02;20.68;18.95;16.73;47.05;8.29;23.09
transportation;robot_3;11;40.89;52.88;129.32;98.68;30.63;57.80;8.62;20.25;12.02;27.07
transportation;robot_8;18;14.38;97.68;99.09;43.16;55.93;8.55;12.87;13.50;8.24;24.48
transportation;robot_2;23;13.81;130.19;75.56;41.83;33.73;9.60;14.53;10.35;7.34;2.57
transportation;robot_6;7;46.71;71.70;145.37;121.24;24.13;67.75;17.85;25.74;9.90;4.63
transportation;robot_1;21;29.34;117.20;101.69;63.23;38.46;30.55;9.14;9.40;14.14;0.00
transportation;robot_4;16;22.40;83.60;138.93;51.22;87.71;9.35;10.94;21.65;9.28;0.69
transportation;robot_3;19;24.82;103.83;127.16;48.43;78.73;13.05;8.64;19.94;6.80;2.24
transportation;robot_8;20;19.00;107.82;129.17;39.84;89.32;9.43;10.84;13.86;5.72;5.48
transportation;robot_7;15;45.56;77.07;174.60;139.73;34.87;47.05;27.24;58.80;6.64;13.45
charging;robot_2;-1;2.57;205.91;50.33;50.02;0.31;21.82;28.20
charging;robot_6;-1;4.06;217.22;40.01;39.75;0.26;10.55;29.20
charging;robot_1;-1;0.00;219.02;46.32;46.00;0.32;18.20;27.80
charging;robot_4;-1;0.69;222.64;47.90;47.59;0.31;18.85;28.74
charging;robot_3;-1;2.24;231.10;44.53;44.30;0.23;14.40;29.90
charging;robot_8;-1;5.48;237.11;51.69;51.36;0.33;26.20;25.16
transportation;robot_7;22;13.45;124.50;170.65;43.13;127.52;8.65;7.47;20.05;6.96;0.00
transportation;robot_2;33;31.73;206.17;102.39;52.03;50.36;13.85;7.93;23.41;6.84;68.27
