charging;robot_2;-1;1.42;8.52;13.84;13.50;0.34;11.30;2.20
charging;robot_5;-1;3.42;19.62;19.52;19.30;0.22;16.65;2.65
charging;robot_7;-1;24.81;9.31;39.63;39.40;0.23;34.70;4.70
transportation;robot_1;0;19.28;5.45;58.41;58.11;0.30;23.30;8.90;14.45;11.46;77.66
transportation;robot_3;2;30.04;12.48;68.50;68.20;0.29;20.75;8.22;33.10;6.13;67.52
transportation;robot_8;1;49.33;8.96;81.65;81.36;0.29;43.45;11.64;17.65;8.62;45.89
transportation;robot_2;7;23.68;27.21;68.89;68.54;0.35;32.75;10.22;18.10;7.48;76.32
transportation;robot_4;4;47.72;16.98;90.05;89.71;0.34;22.70;12.91;48.40;5.70;50.10
transportation;robot_6;5;34.39;20.51;92.61;92.28;0.34;29.55;12.06;43.90;6.77;63.15
charging;robot_1;-1;13.32;68.32;47.19;46.85;0.34;37.95;8.90
transportation;robot_5;11;38.05;44.94;71.71;71.42;0.29;33.50;8.50;23.10;6.32;61.95
charging;robot_3;-1;13.26;81.13;38.69;38.35;0.34;31.55;6.80
transportation;robot_7;12;44.51;50.36;74.05;73.76;0.28;31.55;12.57;23.75;5.89;55.49
transportation;robot_8;15;21.49;68.59;77.23;54.86;22.37;20.40;11.00;17.60;5.86;24.40
transportation;robot_2;8;29.82;31.92;142.82;78.28;64.54;24.10;10.53;35.68;7.98;46.50
transportation;robot_6;14;32.77;62.06;124.15;72.74;51.41;21.40;9.17;35.89;6.28;30.38
transportation;robot_5;18;48.18;90.05;105.72;78.82;26.90;32.79;9.58;30.00;6.44;13.76
charging;robot_8;-1;16.86;145.98;53.19;52.95;0.24;32.10;20.85
transportation;robot_4;13;37.68;56.05;143.32;92.03;51.29;25.30;9.58;48.92;8.24;12.42
transportation;robot_1;16;35.76;75.06;131.47;90.68;40.79;28.80;11.99;39.45;10.44;64.24
transportation;robot_3;17;43.08;82.13;133.61;92.17;41.44;43.20;13.37;28.69;6.91;56.92
transportation;robot_7;3;40.48;95.83;125.87;96.95;28.92;21.90;11.88;55.92;7.25;15.01
transportation;robot_2;19;23.27;99.21;132.02;56.19;75.83;20.90;11.81;17.95;5.53;23.23
transportation;robot_6;9;25.44;116.13;130.89;60.55;70.34;19.65;8.82;25.50;6.58;4.94
charging;robot_5;-1;13.76;195.91;53.41;53.11;0.30;24.92;28.19
charging;robot_4;-1;12.42;199.52;54.85;54.50;0.35;26.05;28.45
charging;robot_2;-1;1.45;231.36;32.32;32.01;0.30;10.71;21.30
transportation;robot_8;10;38.78;146.64;118.95;66.01;52.94;22.00;7.77;28.15;8.09;61.22
transportation;robot_1;6;27.24;106.61;162.58;62.35;100.23;24.15;9.66;20.90;7.64;36.99
charging;robot_7;-1;15.01;221.88;57.07;56.78;0.29;29.88;26.90
charging;robot_6;-1;4.94;247.14;47.63;47.24;0.40;17.64;29.60
transportation;robot_5;22;29.38;196.63;119.53;66.48;53.04;24.60;8.37;25.65;7.86;70.62
transportation;robot_4;29;29.45;200.08;124.04;69.45;54.59;27.40;8.39;24.60;9.06;70.50
transportation;robot_2;37;27.13;231.98;93.84;61.59;32.24;14.60;8.03;29.85;9.11;72.87
transportation;robot_3;21;33.92;115.53;220.31;71.77;148.54;27.55;7.91;28.55;7.76;6.49
transportation;robot_1;23;33.73;129.31;212.13;71.90;140.22;32.90;7.91;23.55;7.54;3.26
transportation;robot_8;25;47.42;147.84;198.87;80.78;118.09;32.30;9.13;31.91;7.44;13.81
transportation;robot_7;31;29.22;222.42;128.04;71.20;56.84;25.25;10.93;28.54;6.48;70.78
transportation;robot_6;38;51.63;247.75;126.46;79.04;47.42;33.40;11.36;25.20;9.08;48.37
charging;robot_1;-1;3.26;341.59;47.90;47.62;0.28;18.82;28.80
charging;robot_3;-1;6.49;336.00;60.59;60.30;0.30;31.30;29.00
transportation;robot_2;34;31.51;232.04;165.43;71.30;94.14;30.85;9.55;25.30;5.60;41.36
charging;robot_8;-1;13.51;346.86;52.80;52.50;0.30;23.75;28.75
transportation;robot_5;27;51.24;197.24;207.52;88.30;119.22;36.20;8.29;34.05;9.76;19.38
transportation;robot_7;35;25.32;222.83;188.61;60.68;127.93;26.75;7.85;19.85;6.23;45.46
transportation;robot_4;33;40.08;200.73;214.38;83.64;130.74;33.10;10.69;33.85;6.00;30.42
transportation;robot_6;39;38.42;252.33;198.52;76.30;122.23;23.09;10.59;36.49;6.12;9.95
charging;robot_5;-1;13.19;404.92;49.00;48.66;0.34;21.01;27.65
transportation;robot_1;44;43.33;342.10;125.87;78.13;47.74;28.06;7.95;35.72;6.40;56.67
transportation;robot_8;43;36.40;347.37;124.28;71.69;52.59;28.35;10.75;26.51;6.09;63.60
transportation;robot_2;28;41.36;232.50;244.12;78.76;165.37;32.70;10.29;29.75;6.02;0.00
transportation;robot_3;40;47.46;336.71;144.77;84.54;60.23;28.50;8.10;40.36;7.58;52.54
transportation;robot_7;32;38.44;225.46;260.04;73.77;186.28;25.80;7.61;34.75;5.61;7.01
transportation;robot_4;30;30.42;200.79;292.16;77.51;214.66;42.35;8.23;21.05;5.88;0.00
charging;robot_6;-1;6.55;451.04;45.73;45.40;0.33;18.45;26.95
charging;robot_2;-1;0.00;476.76;53.92;53.65;0.27;26.60;27.05
transportation;robot_5;50;48.12;405.78;128.91;80.42;48.49;29.05;8.15;36.00;7.22;51.88
transportation;robot_3;41;34.01;337.35;206.09;61.56;144.53;20.35;11.40;24.25;5.56;18.52
charging;robot_4;-1;0.00;493.09;53.16;52.94;0.22;25.25;27.69
transportation;robot_8;42;25.45;349.87;197.26;75.07;122.19;31.10;12.21;25.50;6.26;38.14
charging;robot_7;-1;7.01;485.65;61.55;61.25;0.30;35.75;25.50
transportation;robot_1;45;34.88;342.70;220.47;94.90;125.58;35.00;14.60;37.51;7.79;21.79
transportation;robot_3;53;16.95;438.64;156.35;51.25;105.10;17.30;11.77;14.20;7.98;1.57
consumed_battery;robot_1;197.49
consumed_battery;robot_2;145.08
consumed_battery;robot_3;199.20
consumed_battery;robot_4;120.97
consumed_battery;robot_5;225.65
consumed_battery;robot_6;147.84
consumed_battery;robot_7;193.32
consumed_battery;robot_8;240.98
