charging;robot_6;-1;3.79;23.58;12.86;12.60;0.26;9.80;2.80
charging;robot_7;-1;8.98;23.87;27.56;27.25;0.31;23.50;3.75
transportation;robot_1;1;13.12;6.46;45.76;45.46;0.30;10.40;8.01;13.65;13.41;82.28
transportation;robot_4;2;35.17;9.93;63.69;63.34;0.34;21.45;11.33;17.75;12.81;61.47
transportation;robot_2;5;24.34;20.62;54.79;54.44;0.34;10.75;13.34;21.50;8.85;71.60
transportation;robot_3;4;27.92;17.02;64.06;63.72;0.35;22.70;13.27;19.00;8.74;68.84
transportation;robot_5;3;33.34;13.53;69.37;69.03;0.35;22.30;15.50;15.35;15.88;62.21
charging;robot_2;-1;5.59;75.55;21.16;20.85;0.31;13.45;7.40
transportation;robot_8;6;53.00;26.64;71.27;70.95;0.32;33.20;10.40;17.95;9.39;42.45
charging;robot_4;-1;5.37;73.76;30.03;29.72;0.31;18.12;11.60
charging;robot_5;-1;8.08;83.05;26.85;26.55;0.30;16.45;10.10
transportation;robot_1;7;18.68;31.42;88.68;67.53;21.15;18.30;19.67;21.45;8.11;63.60
transportation;robot_3;13;13.25;63.90;63.39;45.85;17.54;10.90;11.34;9.15;14.46;55.59
transportation;robot_6;9;44.26;41.01;88.25;87.91;0.34;22.75;24.45;25.55;15.16;55.74
transportation;robot_7;11;47.42;55.11;77.71;77.34;0.38;32.70;10.99;22.40;11.25;52.58
transportation;robot_2;0;27.66;80.87;69.40;53.21;16.19;18.90;12.09;14.05;8.17;72.34
transportation;robot_4;15;24.49;77.67;89.76;63.30;26.46;25.16;9.17;16.45;12.53;75.51
transportation;robot_1;8;20.08;36.22;138.56;54.32;84.24;12.45;9.27;22.20;10.40;43.53
transportation;robot_5;16;29.52;85.61;92.68;68.03;24.64;25.15;11.43;14.10;17.35;70.48
transportation;robot_6;10;24.64;46.91;146.91;64.27;82.65;13.30;11.38;30.35;9.24;31.09
transportation;robot_8;19;33.72;107.21;95.39;69.24;26.15;20.40;12.02;23.75;13.08;66.28
transportation;robot_3;14;46.48;72.30;132.20;76.87;55.34;28.40;13.44;21.90;13.13;9.12
transportation;robot_7;18;29.19;100.73;105.51;73.07;32.44;23.90;18.71;14.55;15.91;23.39
transportation;robot_2;22;42.95;131.43;85.79;66.55;19.24;26.40;7.89;21.45;10.81;29.39
transportation;robot_1;21;16.03;123.41;95.76;44.10;51.67;9.70;11.83;12.30;10.28;27.50
charging;robot_6;-1;1.32;193.96;29.36;29.10;0.26;9.85;19.25
transportation;robot_4;20;35.28;114.90;120.77;67.93;52.84;26.15;18.25;15.35;8.18;40.23
charging;robot_7;-1;1.56;206.37;31.57;31.30;0.27;18.50;12.80
transportation;robot_5;17;25.90;92.32;148.71;62.39;86.32;23.20;12.13;15.10;11.97;44.58
charging;robot_3;-1;9.12;204.63;44.72;44.48;0.24;15.93;28.55
transportation;robot_8;12;35.19;132.52;122.85;52.42;70.43;15.15;8.24;22.55;6.48;31.08
transportation;robot_2;27;22.00;178.42;89.65;50.50;39.15;10.30;13.60;16.30;10.30;7.39
transportation;robot_1;24;26.83;145.63;138.98;65.14;73.84;25.15;8.36;19.35;12.28;0.67
transportation;robot_6;30;32.79;195.03;91.34;62.69;28.64;17.10;8.47;22.65;14.47;67.21
transportation;robot_5;25;22.29;155.65;134.30;48.57;85.73;13.60;8.90;18.30;7.77;22.29
charging;robot_8;-1;10.33;255.53;38.74;38.45;0.29;15.15;23.30
transportation;robot_4;26;40.23;167.14;131.95;63.12;68.83;22.55;10.02;24.75;5.80;0.00
transportation;robot_7;33;43.17;215.99;91.39;69.14;22.24;31.35;12.86;16.60;8.33;56.83
transportation;robot_3;29;26.74;205.31;104.03;59.69;44.34;20.65;13.97;16.25;8.82;73.16
charging;robot_2;-1;7.39;268.21;43.76;43.50;0.26;13.70;29.80
charging;robot_1;-1;0.67;284.74;45.22;44.90;0.32;17.00;27.90
charging;robot_4;-1;0.00;299.25;42.84;42.65;0.19;12.30;30.35
transportation;robot_6;23;34.37;195.08;150.93;59.35;91.58;17.45;12.73;22.32;6.85;32.85
transportation;robot_8;37;31.28;256.03;96.31;57.76;38.54;15.40;12.37;22.45;7.54;68.72
transportation;robot_5;28;22.29;179.04;176.97;65.76;111.21;14.55;15.58;24.65;10.98;0.00
transportation;robot_3;32;19.87;205.91;151.93;48.19;103.74;14.70;9.90;10.65;12.94;53.28
transportation;robot_7;34;22.40;224.34;137.28;53.94;83.34;10.60;8.26;19.20;15.88;34.43
transportation;robot_2;40;37.95;272.48;98.99;59.10;39.89;23.05;8.02;21.35;6.68;61.95
charging;robot_5;-1;0.00;356.15;54.11;53.82;0.30;26.17;27.65
transportation;robot_1;42;30.69;287.57;123.49;80.80;42.69;37.75;9.15;24.50;9.39;69.31
transportation;robot_6;31;31.95;200.38;212.48;66.39;146.09;26.29;8.73;19.39;11.99;0.90
transportation;robot_4;45;41.60;307.25;107.42;72.23;35.19;34.50;8.96;17.94;10.82;58.40
transportation;robot_3;35;37.62;232.12;186.41;60.39;126.02;23.90;9.69;19.05;7.75;15.66
transportation;robot_8;38;42.00;256.47;167.56;71.40;96.16;29.70;11.22;21.60;8.88;26.72
transportation;robot_2;41;26.46;280.47;145.34;54.08;91.25;19.49;9.85;12.63;12.11;35.49
transportation;robot_7;36;34.43;240.00;196.99;75.01;121.98;31.05;9.72;23.75;10.49;0.00
charging;robot_3;-1;1.60;418.66;35.06;34.75;0.31;10.40;24.35
charging;robot_6;-1;0.90;412.99;46.77;46.50;0.27;17.45;29.05
transportation;robot_5;52;27.88;357.02;105.84;52.27;53.57;14.23;11.75;19.50;6.79;72.12
transportation;robot_1;43;23.07;292.66;174.83;56.13;118.69;19.13;10.40;20.60;6.01;46.25
transportation;robot_8;39;26.57;262.18;211.74;49.58;162.16;16.60;8.84;15.55;8.59;0.15
transportation;robot_2;47;18.08;317.53;160.11;51.47;108.64;17.25;11.25;11.30;11.68;17.41
charging;robot_7;-1;0.00;437.11;42.77;42.48;0.29;14.88;27.60
transportation;robot_4;46;30.48;312.55;168.71;66.18;102.52;19.08;10.49;20.70;15.92;27.92
transportation;robot_3;49;24.98;419.38;93.79;59.09;34.70;18.45;12.41;16.25;11.98;75.02
charging;robot_2;-1;10.61;477.77;43.02;42.75;0.27;15.30;27.45
transportation;robot_6;53;29.96;413.66;107.75;61.35;46.40;22.00;8.90;22.83;7.62;70.04
charging;robot_8;-1;0.15;474.08;48.95;48.65;0.30;19.65;29.00
transportation;robot_1;44;29.64;299.46;227.30;58.92;168.38;21.30;8.22;20.70;8.70;16.61
transportation;robot_5;48;45.75;357.65;171.01;65.50;105.51;30.95;8.07;17.15;9.33;26.37
transportation;robot_7;57;31.55;437.80;96.15;53.71;42.44;21.45;12.49;12.65;7.12;68.45
transportation;robot_4;50;27.92;341.55;198.92;58.92;140.01;17.45;8.86;26.80;5.81;0.00
transportation;robot_6;54;24.34;414.26;157.30;49.69;107.61;15.69;8.59;19.25;6.16;45.70
transportation;robot_2;64;25.84;478.44;96.78;54.08;42.69;21.07;8.57;18.35;6.10;74.16
charging;robot_1;-1;15.00;526.92;48.83;48.59;0.24;18.79;29.80
transportation;robot_3;56;43.68;419.99;162.22;68.74;93.48;31.15;15.13;15.65;6.81;31.34
charging;robot_4;-1;0.00;540.62;44.51;44.26;0.25;14.75;29.51
transportation;robot_5;51;23.52;358.78;233.68;63.50;170.18;16.35;21.78;18.55;6.82;2.85
transportation;robot_8;65;35.18;474.53;123.86;75.01;48.84;25.05;13.24;27.70;9.02;64.82
consumed_battery;robot_1;165.94
consumed_battery;robot_2;132.55
consumed_battery;robot_3;141.04
consumed_battery;robot_4;208.27
consumed_battery;robot_5;160.41
consumed_battery;robot_6;180.73
consumed_battery;robot_7;223.21
consumed_battery;robot_8;174.30
