charging;robot_3;-1;0.38;13.66;10.34;10.00;0.34;7.40;2.60
charging;robot_6;-1;19.49;15.72;29.39;29.10;0.29;25.25;3.85
transportation;robot_1;0;14.62;5.44;53.40;53.05;0.35;12.90;8.70;24.97;6.48;82.18
transportation;robot_5;1;43.15;8.94;64.45;64.11;0.35;17.95;9.65;28.10;8.40;52.52
transportation;robot_8;3;42.87;16.16;70.23;69.89;0.34;22.70;10.41;25.65;11.12;54.68
transportation;robot_7;4;37.02;19.65;70.51;70.17;0.34;25.55;10.97;26.51;7.15;60.12
charging;robot_5;-1;1.23;73.53;22.31;22.05;0.26;9.35;12.70
transportation;robot_2;5;48.30;23.46;73.82;73.49;0.33;43.15;12.36;11.95;6.02;48.30
transportation;robot_3;7;46.81;30.27;76.27;75.94;0.33;42.95;11.44;12.30;9.25;53.19
transportation;robot_4;2;52.54;12.44;95.84;95.51;0.34;26.40;12.30;48.15;8.65;43.00
transportation;robot_1;9;28.48;39.76;80.22;60.80;19.43;8.30;15.71;27.30;9.49;53.70
charging;robot_4;-1;12.39;108.47;38.08;37.75;0.33;17.52;20.23
transportation;robot_7;10;32.10;59.86;91.45;60.85;30.60;15.50;14.43;23.20;7.73;28.02
transportation;robot_8;13;53.12;63.27;95.80;72.39;23.41;31.40;9.79;24.43;6.77;1.56
transportation;robot_5;14;27.44;74.45;88.37;66.63;21.75;9.90;10.29;40.48;5.95;72.56
transportation;robot_6;11;57.98;47.77;126.62;126.31;0.31;45.91;9.19;61.34;9.87;42.02
transportation;robot_2;17;45.85;86.72;91.48;80.62;10.86;33.81;10.41;26.99;9.41;2.45
charging;robot_7;-1;15.39;151.52;46.81;46.46;0.34;26.41;20.05
transportation;robot_3;8;46.48;35.26;164.91;93.28;71.64;53.29;10.80;22.35;6.83;6.71
transportation;robot_1;12;23.67;58.09;145.90;83.70;62.20;42.00;15.50;17.65;8.55;30.02
charging;robot_8;-1;1.56;159.21;48.56;48.28;0.29;23.98;24.30
transportation;robot_4;20;35.52;109.06;108.73;70.89;37.83;30.70;9.10;22.85;8.24;64.48
transportation;robot_5;6;27.82;85.80;137.46;60.09;77.37;19.50;8.60;21.10;10.89;44.74
charging;robot_2;-1;2.45;178.34;48.51;48.25;0.26;21.75;26.50
transportation;robot_6;15;42.02;104.45;136.58;66.34;70.24;26.15;8.70;19.42;12.07;0.00
